Class Name,Class Status,Class Characteristic,Attribute/Relationship Name,Attribute/Relationship Status,Attribute/Relationship Characteristic,Old Value,New Value
StudyDefinitionDocument,Added,Attributes/Relationships,instanceType,Added,Data Type,,string
StudyDefinitionDocument,Added,Attributes/Relationships,instanceType,Added,Cardinality,,1
StudyDefinitionDocument,Added,Attributes/Relationships,childIds,Added,Data Type,,string
StudyDefinitionDocument,Added,Attributes/Relationships,childIds,Added,Cardinality,,0..*
StudyDefinitionDocument,Added,Attributes/Relationships,notes,Added,Data Type,,CommentAnnotation
StudyDefinitionDocument,Added,Attributes/Relationships,notes,Added,Cardinality,,0..*
StudyDefinitionDocument,Added,Attributes/Relationships,id,Added,Data Type,,string
StudyDefinitionDocument,Added,Attributes/Relationships,id,Added,Cardinality,,1
StudyDefinitionDocument,Added,Attributes/Relationships,name,Added,Data Type,,string
StudyDefinitionDocument,Added,Attributes/Relationships,name,Added,Cardinality,,1
StudyDefinitionDocument,Added,Attributes/Relationships,label,Added,Data Type,,string
StudyDefinitionDocument,Added,Attributes/Relationships,label,Added,Cardinality,,0..1
StudyDefinitionDocument,Added,Attributes/Relationships,description,Added,Data Type,,string
StudyDefinitionDocument,Added,Attributes/Relationships,description,Added,Cardinality,,0..1
StudyDefinitionDocument,Added,Attributes/Relationships,templateName,Added,Data Type,,string
StudyDefinitionDocument,Added,Attributes/Relationships,templateName,Added,Cardinality,,1
CommentAnnotation,Added,Attributes/Relationships,instanceType,Added,Data Type,,string
CommentAnnotation,Added,Attributes/Relationships,instanceType,Added,Cardinality,,1
CommentAnnotation,Added,Attributes/Relationships,extensionAttributes,Added,Data Type,,ExtensionAttribute
CommentAnnotation,Added,Attributes/Relationships,extensionAttributes,Added,Cardinality,,0..*
CommentAnnotation,Added,Attributes/Relationships,codes,Added,Data Type,,Code
CommentAnnotation,Added,Attributes/Relationships,codes,Added,Cardinality,,0..*
CommentAnnotation,Added,Attributes/Relationships,text,Added,Data Type,,string
CommentAnnotation,Added,Attributes/Relationships,text,Added,Cardinality,,1
CommentAnnotation,Added,Attributes/Relationships,id,Added,Data Type,,string
CommentAnnotation,Added,Attributes/Relationships,id,Added,Cardinality,,1
Administration,Added,Attributes/Relationships,instanceType,Added,Data Type,,string
Administration,Added,Attributes/Relationships,instanceType,Added,Cardinality,,1
Administration,Added,Attributes/Relationships,extensionAttributes,Added,Data Type,,ExtensionAttribute
Administration,Added,Attributes/Relationships,extensionAttributes,Added,Cardinality,,0..*
Administration,Added,Attributes/Relationships,notes,Added,Data Type,,CommentAnnotation
Administration,Added,Attributes/Relationships,notes,Added,Cardinality,,0..*
Administration,Added,Attributes/Relationships,dose,Added,Data Type,,Quantity
Administration,Added,Attributes/Relationships,dose,Added,Cardinality,,0..1
Administration,Added,Attributes/Relationships,id,Added,Data Type,,string
Administration,Added,Attributes/Relationships,id,Added,Cardinality,,1
Administration,Added,Attributes/Relationships,name,Added,Data Type,,string
Administration,Added,Attributes/Relationships,name,Added,Cardinality,,1
Administration,Added,Attributes/Relationships,label,Added,Data Type,,string
Administration,Added,Attributes/Relationships,label,Added,Cardinality,,0..1
Administration,Added,Attributes/Relationships,description,Added,Data Type,,string
Administration,Added,Attributes/Relationships,description,Added,Cardinality,,0..1
Administration,Added,Attributes/Relationships,frequency,Added,Data Type,,AliasCode
Administration,Added,Attributes/Relationships,frequency,Added,Cardinality,,0..1
Administration,Added,Attributes/Relationships,administrableProductId,Added,Data Type,,string
Administration,Added,Attributes/Relationships,administrableProductId,Added,Cardinality,,0..1
Administration,Added,Attributes/Relationships,medicalDeviceId,Added,Data Type,,string
Administration,Added,Attributes/Relationships,medicalDeviceId,Added,Cardinality,,0..1
Administration,Added,Attributes/Relationships,route,Added,Data Type,,AliasCode
Administration,Added,Attributes/Relationships,route,Added,Cardinality,,0..1
Administration,Added,Attributes/Relationships,duration,Added,Data Type,,Duration
Administration,Added,Attributes/Relationships,duration,Added,Cardinality,,1
InterventionalStudyDesign,Added,Attributes/Relationships,arms,Added,Data Type,,StudyArm
InterventionalStudyDesign,Added,Attributes/Relationships,arms,Added,Cardinality,,1..*
InterventionalStudyDesign,Added,Attributes/Relationships,label,Added,Data Type,,string
InterventionalStudyDesign,Added,Attributes/Relationships,label,Added,Cardinality,,0..1
InterventionalStudyDesign,Added,Attributes/Relationships,description,Added,Data Type,,string
InterventionalStudyDesign,Added,Attributes/Relationships,description,Added,Cardinality,,0..1
InterventionalStudyDesign,Added,Attributes/Relationships,biospecimenRetentions,Added,Data Type,,BiospecimenRetention
InterventionalStudyDesign,Added,Attributes/Relationships,biospecimenRetentions,Added,Cardinality,,0..*
InterventionalStudyDesign,Added,Attributes/Relationships,indications,Added,Data Type,,Indication
InterventionalStudyDesign,Added,Attributes/Relationships,indications,Added,Cardinality,,0..*
InterventionalStudyDesign,Added,Attributes/Relationships,elements,Added,Data Type,,StudyElement
InterventionalStudyDesign,Added,Attributes/Relationships,elements,Added,Cardinality,,0..*
InterventionalStudyDesign,Added,Attributes/Relationships,blindingSchema,Added,Data Type,,AliasCode
InterventionalStudyDesign,Added,Attributes/Relationships,blindingSchema,Added,Cardinality,,0..1
InterventionalStudyDesign,Added,Attributes/Relationships,notes,Added,Data Type,,CommentAnnotation
InterventionalStudyDesign,Added,Attributes/Relationships,notes,Added,Cardinality,,0..*
InterventionalStudyDesign,Added,Attributes/Relationships,therapeuticAreas,Added,Data Type,,Code
InterventionalStudyDesign,Added,Attributes/Relationships,therapeuticAreas,Added,Cardinality,,0..*
InterventionalStudyDesign,Added,Attributes/Relationships,model,Added,Data Type,,Code
InterventionalStudyDesign,Added,Attributes/Relationships,model,Added,Cardinality,,1
InterventionalStudyDesign,Added,Attributes/Relationships,characteristics,Added,Data Type,,Code
InterventionalStudyDesign,Added,Attributes/Relationships,characteristics,Added,Cardinality,,0..*
InterventionalStudyDesign,Added,Attributes/Relationships,studyInterventionIds,Added,Data Type,,string
InterventionalStudyDesign,Added,Attributes/Relationships,studyInterventionIds,Added,Cardinality,,0..*
InterventionalStudyDesign,Added,Attributes/Relationships,activities,Added,Data Type,,Activity
InterventionalStudyDesign,Added,Attributes/Relationships,activities,Added,Cardinality,,0..*
InterventionalStudyDesign,Added,Attributes/Relationships,instanceType,Added,Data Type,,string
InterventionalStudyDesign,Added,Attributes/Relationships,instanceType,Added,Cardinality,,1
InterventionalStudyDesign,Added,Attributes/Relationships,rationale,Added,Data Type,,string
InterventionalStudyDesign,Added,Attributes/Relationships,rationale,Added,Cardinality,,1
InterventionalStudyDesign,Added,Attributes/Relationships,subTypes,Added,Data Type,,Code
InterventionalStudyDesign,Added,Attributes/Relationships,subTypes,Added,Cardinality,,0..*
InterventionalStudyDesign,Added,Attributes/Relationships,id,Added,Data Type,,string
InterventionalStudyDesign,Added,Attributes/Relationships,id,Added,Cardinality,,1
InterventionalStudyDesign,Added,Attributes/Relationships,name,Added,Data Type,,string
InterventionalStudyDesign,Added,Attributes/Relationships,name,Added,Cardinality,,1
InterventionalStudyDesign,Added,Attributes/Relationships,intentTypes,Added,Data Type,,Code
InterventionalStudyDesign,Added,Attributes/Relationships,intentTypes,Added,Cardinality,,0..*
InterventionalStudyDesign,Added,Attributes/Relationships,objectives,Added,Data Type,,Objective
InterventionalStudyDesign,Added,Attributes/Relationships,objectives,Added,Cardinality,,0..*
InterventionalStudyDesign,Added,Attributes/Relationships,population,Added,Data Type,,StudyDesignPopulation
InterventionalStudyDesign,Added,Attributes/Relationships,population,Added,Cardinality,,1
InterventionalStudyDesign,Added,Attributes/Relationships,studyPhase,Added,Data Type,,AliasCode
InterventionalStudyDesign,Added,Attributes/Relationships,studyPhase,Added,Cardinality,,0..1
InterventionalStudyDesign,Added,Attributes/Relationships,estimands,Added,Data Type,,Estimand
InterventionalStudyDesign,Added,Attributes/Relationships,estimands,Added,Cardinality,,0..*
InterventionalStudyDesign,Added,Attributes/Relationships,scheduleTimelines,Added,Data Type,,ScheduleTimeline
InterventionalStudyDesign,Added,Attributes/Relationships,scheduleTimelines,Added,Cardinality,,0..*
InterventionalStudyDesign,Added,Attributes/Relationships,extensionAttributes,Added,Data Type,,ExtensionAttribute
InterventionalStudyDesign,Added,Attributes/Relationships,extensionAttributes,Added,Cardinality,,0..*
InterventionalStudyDesign,Added,Attributes/Relationships,studyType,Added,Data Type,,Code
InterventionalStudyDesign,Added,Attributes/Relationships,studyType,Added,Cardinality,,0..1
InterventionalStudyDesign,Added,Attributes/Relationships,eligibilityCriteria,Added,Data Type,,EligibilityCriterion
InterventionalStudyDesign,Added,Attributes/Relationships,eligibilityCriteria,Added,Cardinality,,1..*
InterventionalStudyDesign,Added,Attributes/Relationships,epochs,Added,Data Type,,StudyEpoch
InterventionalStudyDesign,Added,Attributes/Relationships,epochs,Added,Cardinality,,1..*
InterventionalStudyDesign,Added,Attributes/Relationships,analysisPopulations,Added,Data Type,,AnalysisPopulation
InterventionalStudyDesign,Added,Attributes/Relationships,analysisPopulations,Added,Cardinality,,0..*
InterventionalStudyDesign,Added,Attributes/Relationships,encounters,Added,Data Type,,Encounter
InterventionalStudyDesign,Added,Attributes/Relationships,encounters,Added,Cardinality,,0..*
InterventionalStudyDesign,Added,Attributes/Relationships,studyCells,Added,Data Type,,StudyCell
InterventionalStudyDesign,Added,Attributes/Relationships,studyCells,Added,Cardinality,,1..*
InterventionalStudyDesign,Added,Attributes/Relationships,documentVersionIds,Added,Data Type,,string
InterventionalStudyDesign,Added,Attributes/Relationships,documentVersionIds,Added,Cardinality,,0..*
DocumentContentReference,Added,Attributes/Relationships,appliesToId,Added,Data Type,,string
DocumentContentReference,Added,Attributes/Relationships,appliesToId,Added,Cardinality,,1
DocumentContentReference,Added,Attributes/Relationships,extensionAttributes,Added,Data Type,,ExtensionAttribute
DocumentContentReference,Added,Attributes/Relationships,extensionAttributes,Added,Cardinality,,0..*
DocumentContentReference,Added,Attributes/Relationships,instanceType,Added,Data Type,,string
DocumentContentReference,Added,Attributes/Relationships,instanceType,Added,Cardinality,,1
DocumentContentReference,Added,Attributes/Relationships,sectionNumber,Added,Data Type,,string
DocumentContentReference,Added,Attributes/Relationships,sectionNumber,Added,Cardinality,,1
DocumentContentReference,Added,Attributes/Relationships,sectionTitle,Added,Data Type,,string
DocumentContentReference,Added,Attributes/Relationships,sectionTitle,Added,Cardinality,,1
DocumentContentReference,Added,Attributes/Relationships,id,Added,Data Type,,string
DocumentContentReference,Added,Attributes/Relationships,id,Added,Cardinality,,1
AdministrableProductIdentifier,Added,Attributes/Relationships,instanceType,Added,Data Type,,string
AdministrableProductIdentifier,Added,Attributes/Relationships,instanceType,Added,Cardinality,,1
AdministrableProductIdentifier,Added,Attributes/Relationships,extensionAttributes,Added,Data Type,,ExtensionAttribute
AdministrableProductIdentifier,Added,Attributes/Relationships,extensionAttributes,Added,Cardinality,,0..*
AdministrableProductIdentifier,Added,Attributes/Relationships,scopeId,Added,Data Type,,string
AdministrableProductIdentifier,Added,Attributes/Relationships,scopeId,Added,Cardinality,,1
AdministrableProductIdentifier,Added,Attributes/Relationships,text,Added,Data Type,,string
AdministrableProductIdentifier,Added,Attributes/Relationships,text,Added,Cardinality,,1
AdministrableProductIdentifier,Added,Attributes/Relationships,id,Added,Data Type,,string
AdministrableProductIdentifier,Added,Attributes/Relationships,id,Added,Cardinality,,1
Ingredient,Added,Attributes/Relationships,instanceType,Added,Data Type,,string
Ingredient,Added,Attributes/Relationships,instanceType,Added,Cardinality,,1
Ingredient,Added,Attributes/Relationships,extensionAttributes,Added,Data Type,,ExtensionAttribute
Ingredient,Added,Attributes/Relationships,extensionAttributes,Added,Cardinality,,0..*
Ingredient,Added,Attributes/Relationships,substance,Added,Data Type,,Substance
Ingredient,Added,Attributes/Relationships,substance,Added,Cardinality,,1
Ingredient,Added,Attributes/Relationships,Role,Added,Data Type,,Code
Ingredient,Added,Attributes/Relationships,Role,Added,Cardinality,,1
Ingredient,Added,Attributes/Relationships,id,Added,Data Type,,string
Ingredient,Added,Attributes/Relationships,id,Added,Cardinality,,1
BiospecimenRetention,Added,Attributes/Relationships,instanceType,Added,Data Type,,string
BiospecimenRetention,Added,Attributes/Relationships,instanceType,Added,Cardinality,,1
BiospecimenRetention,Added,Attributes/Relationships,extensionAttributes,Added,Data Type,,ExtensionAttribute
BiospecimenRetention,Added,Attributes/Relationships,extensionAttributes,Added,Cardinality,,0..*
BiospecimenRetention,Added,Attributes/Relationships,id,Added,Data Type,,string
BiospecimenRetention,Added,Attributes/Relationships,id,Added,Cardinality,,1
BiospecimenRetention,Added,Attributes/Relationships,name,Added,Data Type,,string
BiospecimenRetention,Added,Attributes/Relationships,name,Added,Cardinality,,1
BiospecimenRetention,Added,Attributes/Relationships,label,Added,Data Type,,string
BiospecimenRetention,Added,Attributes/Relationships,label,Added,Cardinality,,0..1
BiospecimenRetention,Added,Attributes/Relationships,description,Added,Data Type,,string
BiospecimenRetention,Added,Attributes/Relationships,description,Added,Cardinality,,0..1
BiospecimenRetention,Added,Attributes/Relationships,includesDNA,Added,Data Type,,boolean
BiospecimenRetention,Added,Attributes/Relationships,includesDNA,Added,Cardinality,,0..1
BiospecimenRetention,Added,Attributes/Relationships,isRetained,Added,Data Type,,boolean
BiospecimenRetention,Added,Attributes/Relationships,isRetained,Added,Cardinality,,1
AdministrableProduct,Added,Attributes/Relationships,ingredients,Added,Data Type,,Ingredient
AdministrableProduct,Added,Attributes/Relationships,ingredients,Added,Cardinality,,0..*
AdministrableProduct,Added,Attributes/Relationships,extensionAttributes,Added,Data Type,,ExtensionAttribute
AdministrableProduct,Added,Attributes/Relationships,extensionAttributes,Added,Cardinality,,0..*
AdministrableProduct,Added,Attributes/Relationships,instanceType,Added,Data Type,,string
AdministrableProduct,Added,Attributes/Relationships,instanceType,Added,Cardinality,,1
AdministrableProduct,Added,Attributes/Relationships,pharmacologicClass,Added,Data Type,,Code
AdministrableProduct,Added,Attributes/Relationships,pharmacologicClass,Added,Cardinality,,0..1
AdministrableProduct,Added,Attributes/Relationships,notes,Added,Data Type,,CommentAnnotation
AdministrableProduct,Added,Attributes/Relationships,notes,Added,Cardinality,,0..*
AdministrableProduct,Added,Attributes/Relationships,id,Added,Data Type,,string
AdministrableProduct,Added,Attributes/Relationships,id,Added,Cardinality,,1
AdministrableProduct,Added,Attributes/Relationships,administrableDoseForm,Added,Data Type,,AliasCode
AdministrableProduct,Added,Attributes/Relationships,administrableDoseForm,Added,Cardinality,,1
AdministrableProduct,Added,Attributes/Relationships,name,Added,Data Type,,string
AdministrableProduct,Added,Attributes/Relationships,name,Added,Cardinality,,1
AdministrableProduct,Added,Attributes/Relationships,label,Added,Data Type,,string
AdministrableProduct,Added,Attributes/Relationships,label,Added,Cardinality,,0..1
AdministrableProduct,Added,Attributes/Relationships,description,Added,Data Type,,string
AdministrableProduct,Added,Attributes/Relationships,description,Added,Cardinality,,0..1
AdministrableProduct,Added,Attributes/Relationships,productDesignation,Added,Data Type,,Code
AdministrableProduct,Added,Attributes/Relationships,productDesignation,Added,Cardinality,,1
AdministrableProduct,Added,Attributes/Relationships,Attributes/Relationships,Added,Data Type,,AdministrableProductProperty
AdministrableProduct,Added,Attributes/Relationships,Attributes/Relationships,Added,Cardinality,,0..*
AdministrableProduct,Added,Attributes/Relationships,identifiers,Added,Data Type,,AdministrableProductIdentifier
AdministrableProduct,Added,Attributes/Relationships,identifiers,Added,Cardinality,,0..*
AdministrableProduct,Added,Attributes/Relationships,sourcing,Added,Data Type,,Code
AdministrableProduct,Added,Attributes/Relationships,sourcing,Added,Cardinality,,0..1
Substance,Added,Attributes/Relationships,instanceType,Added,Data Type,,string
Substance,Added,Attributes/Relationships,instanceType,Added,Cardinality,,1
Substance,Added,Attributes/Relationships,extensionAttributes,Added,Data Type,,ExtensionAttribute
Substance,Added,Attributes/Relationships,extensionAttributes,Added,Cardinality,,0..*
Substance,Added,Attributes/Relationships,codes,Added,Data Type,,Code
Substance,Added,Attributes/Relationships,codes,Added,Cardinality,,0..*
Substance,Added,Attributes/Relationships,id,Added,Data Type,,string
Substance,Added,Attributes/Relationships,id,Added,Cardinality,,1
Substance,Added,Attributes/Relationships,name,Added,Data Type,,string
Substance,Added,Attributes/Relationships,name,Added,Cardinality,,1
Substance,Added,Attributes/Relationships,label,Added,Data Type,,string
Substance,Added,Attributes/Relationships,label,Added,Cardinality,,0..1
Substance,Added,Attributes/Relationships,description,Added,Data Type,,string
Substance,Added,Attributes/Relationships,description,Added,Cardinality,,0..1
Substance,Added,Attributes/Relationships,referenceSubstance,Added,Data Type,,Substance
Substance,Added,Attributes/Relationships,referenceSubstance,Added,Cardinality,,0..1
Substance,Added,Attributes/Relationships,strengths,Added,Data Type,,Strength
Substance,Added,Attributes/Relationships,strengths,Added,Cardinality,,1..*
StudyChange,Added,Attributes/Relationships,instanceType,Added,Data Type,,string
StudyChange,Added,Attributes/Relationships,instanceType,Added,Cardinality,,1
StudyChange,Added,Attributes/Relationships,extensionAttributes,Added,Data Type,,ExtensionAttribute
StudyChange,Added,Attributes/Relationships,extensionAttributes,Added,Cardinality,,0..*
StudyChange,Added,Attributes/Relationships,rationale,Added,Data Type,,string
StudyChange,Added,Attributes/Relationships,rationale,Added,Cardinality,,1
StudyChange,Added,Attributes/Relationships,id,Added,Data Type,,string
StudyChange,Added,Attributes/Relationships,id,Added,Cardinality,,1
StudyChange,Added,Attributes/Relationships,name,Added,Data Type,,string
StudyChange,Added,Attributes/Relationships,name,Added,Cardinality,,1
StudyChange,Added,Attributes/Relationships,label,Added,Data Type,,string
StudyChange,Added,Attributes/Relationships,label,Added,Cardinality,,0..1
StudyChange,Added,Attributes/Relationships,description,Added,Data Type,,string
StudyChange,Added,Attributes/Relationships,description,Added,Cardinality,,0..1
StudyChange,Added,Attributes/Relationships,changedSections,Added,Data Type,,DocumentContentReference
StudyChange,Added,Attributes/Relationships,changedSections,Added,Cardinality,,1..*
StudyChange,Added,Attributes/Relationships,summary,Added,Data Type,,string
StudyChange,Added,Attributes/Relationships,summary,Added,Cardinality,,1
AgentAdministration,Deleted,Attributes/Relationships,instanceType,Deleted,Data Type,string,
AgentAdministration,Deleted,Attributes/Relationships,instanceType,Deleted,Cardinality,1,
AgentAdministration,Deleted,Attributes/Relationships,dose,Deleted,Data Type,Quantity,
AgentAdministration,Deleted,Attributes/Relationships,dose,Deleted,Cardinality,1,
AgentAdministration,Deleted,Attributes/Relationships,id,Deleted,Data Type,string,
AgentAdministration,Deleted,Attributes/Relationships,id,Deleted,Cardinality,1,
AgentAdministration,Deleted,Attributes/Relationships,name,Deleted,Data Type,string,
AgentAdministration,Deleted,Attributes/Relationships,name,Deleted,Cardinality,1,
AgentAdministration,Deleted,Attributes/Relationships,label,Deleted,Data Type,string,
AgentAdministration,Deleted,Attributes/Relationships,label,Deleted,Cardinality,0..1,
AgentAdministration,Deleted,Attributes/Relationships,description,Deleted,Data Type,string,
AgentAdministration,Deleted,Attributes/Relationships,description,Deleted,Cardinality,0..1,
AgentAdministration,Deleted,Attributes/Relationships,frequency,Deleted,Data Type,AliasCode,
AgentAdministration,Deleted,Attributes/Relationships,frequency,Deleted,Cardinality,1,
AgentAdministration,Deleted,Attributes/Relationships,route,Deleted,Data Type,AliasCode,
AgentAdministration,Deleted,Attributes/Relationships,route,Deleted,Cardinality,1,
AgentAdministration,Deleted,Attributes/Relationships,duration,Deleted,Data Type,AdministrationDuration,
AgentAdministration,Deleted,Attributes/Relationships,duration,Deleted,Cardinality,1,
AdministrationDuration,Deleted,Attributes/Relationships,instanceType,Deleted,Data Type,string,
AdministrationDuration,Deleted,Attributes/Relationships,instanceType,Deleted,Cardinality,1,
AdministrationDuration,Deleted,Attributes/Relationships,durationWillVary,Deleted,Data Type,boolean,
AdministrationDuration,Deleted,Attributes/Relationships,durationWillVary,Deleted,Cardinality,1,
AdministrationDuration,Deleted,Attributes/Relationships,reasonDurationWillVary,Deleted,Data Type,string,
AdministrationDuration,Deleted,Attributes/Relationships,reasonDurationWillVary,Deleted,Cardinality,1,
AdministrationDuration,Deleted,Attributes/Relationships,id,Deleted,Data Type,string,
AdministrationDuration,Deleted,Attributes/Relationships,id,Deleted,Cardinality,1,
AdministrationDuration,Deleted,Attributes/Relationships,quantity,Deleted,Data Type,Quantity,
AdministrationDuration,Deleted,Attributes/Relationships,quantity,Deleted,Cardinality,0..1,
AdministrationDuration,Deleted,Attributes/Relationships,description,Deleted,Data Type,string,
AdministrationDuration,Deleted,Attributes/Relationships,description,Deleted,Cardinality,1,
StudyDesign,Deleted,Attributes/Relationships,arms,Deleted,Data Type,StudyArm,
StudyDesign,Deleted,Attributes/Relationships,arms,Deleted,Cardinality,1..*,
StudyDesign,Deleted,Attributes/Relationships,trialTypes,Deleted,Data Type,Code,
StudyDesign,Deleted,Attributes/Relationships,trialTypes,Deleted,Cardinality,0..*,
StudyDesign,Deleted,Attributes/Relationships,maskingRoles,Deleted,Data Type,Masking,
StudyDesign,Deleted,Attributes/Relationships,maskingRoles,Deleted,Cardinality,0..*,
StudyDesign,Deleted,Attributes/Relationships,label,Deleted,Data Type,string,
StudyDesign,Deleted,Attributes/Relationships,label,Deleted,Cardinality,0..1,
StudyDesign,Deleted,Attributes/Relationships,documentVersionId,Deleted,Data Type,string,
StudyDesign,Deleted,Attributes/Relationships,documentVersionId,Deleted,Cardinality,0..1,
StudyDesign,Deleted,Attributes/Relationships,description,Deleted,Data Type,string,
StudyDesign,Deleted,Attributes/Relationships,description,Deleted,Cardinality,0..1,
StudyDesign,Deleted,Attributes/Relationships,indications,Deleted,Data Type,Indication,
StudyDesign,Deleted,Attributes/Relationships,indications,Deleted,Cardinality,0..*,
StudyDesign,Deleted,Attributes/Relationships,interventionModel,Deleted,Data Type,Code,
StudyDesign,Deleted,Attributes/Relationships,interventionModel,Deleted,Cardinality,1,
StudyDesign,Deleted,Attributes/Relationships,elements,Deleted,Data Type,StudyElement,
StudyDesign,Deleted,Attributes/Relationships,elements,Deleted,Cardinality,0..*,
StudyDesign,Deleted,Attributes/Relationships,blindingSchema,Deleted,Data Type,AliasCode,
StudyDesign,Deleted,Attributes/Relationships,blindingSchema,Deleted,Cardinality,0..1,
StudyDesign,Deleted,Attributes/Relationships,biomedicalConcepts,Deleted,Data Type,BiomedicalConcept,
StudyDesign,Deleted,Attributes/Relationships,biomedicalConcepts,Deleted,Cardinality,0..*,
StudyDesign,Deleted,Attributes/Relationships,therapeuticAreas,Deleted,Data Type,Code,
StudyDesign,Deleted,Attributes/Relationships,therapeuticAreas,Deleted,Cardinality,0..*,
StudyDesign,Deleted,Attributes/Relationships,characteristics,Deleted,Data Type,Code,
StudyDesign,Deleted,Attributes/Relationships,characteristics,Deleted,Cardinality,0..*,
StudyDesign,Deleted,Attributes/Relationships,organizations,Deleted,Data Type,ResearchOrganization,
StudyDesign,Deleted,Attributes/Relationships,organizations,Deleted,Cardinality,0..*,
StudyDesign,Deleted,Attributes/Relationships,activities,Deleted,Data Type,Activity,
StudyDesign,Deleted,Attributes/Relationships,activities,Deleted,Cardinality,0..*,
StudyDesign,Deleted,Attributes/Relationships,instanceType,Deleted,Data Type,string,
StudyDesign,Deleted,Attributes/Relationships,instanceType,Deleted,Cardinality,1,
StudyDesign,Deleted,Attributes/Relationships,dictionaries,Deleted,Data Type,SyntaxTemplateDictionary,
StudyDesign,Deleted,Attributes/Relationships,dictionaries,Deleted,Cardinality,0..*,
StudyDesign,Deleted,Attributes/Relationships,rationale,Deleted,Data Type,string,
StudyDesign,Deleted,Attributes/Relationships,rationale,Deleted,Cardinality,1,
StudyDesign,Deleted,Attributes/Relationships,studyInterventions,Deleted,Data Type,StudyIntervention,
StudyDesign,Deleted,Attributes/Relationships,studyInterventions,Deleted,Cardinality,0..*,
StudyDesign,Deleted,Attributes/Relationships,id,Deleted,Data Type,string,
StudyDesign,Deleted,Attributes/Relationships,id,Deleted,Cardinality,1,
StudyDesign,Deleted,Attributes/Relationships,name,Deleted,Data Type,string,
StudyDesign,Deleted,Attributes/Relationships,name,Deleted,Cardinality,1,
StudyDesign,Deleted,Attributes/Relationships,objectives,Deleted,Data Type,Objective,
StudyDesign,Deleted,Attributes/Relationships,objectives,Deleted,Cardinality,0..*,
StudyDesign,Deleted,Attributes/Relationships,population,Deleted,Data Type,StudyDesignPopulation,
StudyDesign,Deleted,Attributes/Relationships,population,Deleted,Cardinality,0..1,
StudyDesign,Deleted,Attributes/Relationships,estimands,Deleted,Data Type,Estimand,
StudyDesign,Deleted,Attributes/Relationships,estimands,Deleted,Cardinality,0..*,
StudyDesign,Deleted,Attributes/Relationships,scheduleTimelines,Deleted,Data Type,ScheduleTimeline,
StudyDesign,Deleted,Attributes/Relationships,scheduleTimelines,Deleted,Cardinality,0..*,
StudyDesign,Deleted,Attributes/Relationships,trialIntentTypes,Deleted,Data Type,Code,
StudyDesign,Deleted,Attributes/Relationships,trialIntentTypes,Deleted,Cardinality,0..*,
StudyDesign,Deleted,Attributes/Relationships,bcSurrogates,Deleted,Data Type,BiomedicalConceptSurrogate,
StudyDesign,Deleted,Attributes/Relationships,bcSurrogates,Deleted,Cardinality,0..*,
StudyDesign,Deleted,Attributes/Relationships,epochs,Deleted,Data Type,StudyEpoch,
StudyDesign,Deleted,Attributes/Relationships,epochs,Deleted,Cardinality,1..*,
StudyDesign,Deleted,Attributes/Relationships,encounters,Deleted,Data Type,Encounter,
StudyDesign,Deleted,Attributes/Relationships,encounters,Deleted,Cardinality,0..*,
StudyDesign,Deleted,Attributes/Relationships,bcCategories,Deleted,Data Type,BiomedicalConceptCategory,
StudyDesign,Deleted,Attributes/Relationships,bcCategories,Deleted,Cardinality,0..*,
StudyDesign,Deleted,Attributes/Relationships,studyCells,Deleted,Data Type,StudyCell,
StudyDesign,Deleted,Attributes/Relationships,studyCells,Deleted,Cardinality,1..*,
StudyDesign,Deleted,Attributes/Relationships,conditions,Deleted,Data Type,Condition,
StudyDesign,Deleted,Attributes/Relationships,conditions,Deleted,Cardinality,0..*,
ResearchOrganization,Deleted,Attributes/Relationships,instanceType,Deleted,Data Type,string,
ResearchOrganization,Deleted,Attributes/Relationships,instanceType,Deleted,Cardinality,1,
ResearchOrganization,Deleted,Attributes/Relationships,manages,Deleted,Data Type,StudySite,
ResearchOrganization,Deleted,Attributes/Relationships,manages,Deleted,Cardinality,1..*,
ResearchOrganization,Deleted,Attributes/Relationships,identifier,Deleted,Data Type,string,
ResearchOrganization,Deleted,Attributes/Relationships,identifier,Deleted,Cardinality,1,
ResearchOrganization,Deleted,Attributes/Relationships,organizationType,Deleted,Data Type,Code,
ResearchOrganization,Deleted,Attributes/Relationships,organizationType,Deleted,Cardinality,1,
ResearchOrganization,Deleted,Attributes/Relationships,id,Deleted,Data Type,string,
ResearchOrganization,Deleted,Attributes/Relationships,id,Deleted,Cardinality,1,
ResearchOrganization,Deleted,Attributes/Relationships,legalAddress,Deleted,Data Type,Address,
ResearchOrganization,Deleted,Attributes/Relationships,legalAddress,Deleted,Cardinality,0..1,
ResearchOrganization,Deleted,Attributes/Relationships,name,Deleted,Data Type,string,
ResearchOrganization,Deleted,Attributes/Relationships,name,Deleted,Cardinality,1,
ResearchOrganization,Deleted,Attributes/Relationships,label,Deleted,Data Type,string,
ResearchOrganization,Deleted,Attributes/Relationships,label,Deleted,Cardinality,0..1,
ResearchOrganization,Deleted,Attributes/Relationships,identifierScheme,Deleted,Data Type,string,
ResearchOrganization,Deleted,Attributes/Relationships,identifierScheme,Deleted,Cardinality,1,
StudyProtocolDocumentVersion,Deleted,Attributes/Relationships,instanceType,Deleted,Data Type,string,
StudyProtocolDocumentVersion,Deleted,Attributes/Relationships,instanceType,Deleted,Cardinality,1,
