Class Name,Class Status,Class Characteristic,Attribute/Relationship Name,Attribute/Relationship Status,Attribute/Relationship Characteristic,Old Value,New Value
ObservationalStudyDesign,Added,Attributes/Relationships,timePerspective,Added,Cardinality,,1
ObservationalStudyDesign,Added,Attributes/Relationships,timePerspective,Added,Data Type,,Code
ObservationalStudyDesign,Added,Attributes/Relationships,scheduleTimelines,Added,Inherited From,,StudyDesign
ObservationalStudyDesign,Added,Attributes/Relationships,scheduleTimelines,Added,Model Representation,,Relationship
ObservationalStudyDesign,Added,Attributes/Relationships,scheduleTimelines,Added,Cardinality,,0..*
ObservationalStudyDesign,Added,Attributes/Relationships,scheduleTimelines,Added,Data Type,,ScheduleTimeline
ObservationalStudyDesign,Added,Attributes/Relationships,elements,Added,Inherited From,,StudyDesign
ObservationalStudyDesign,Added,Attributes/Relationships,elements,Added,Model Representation,,Relationship
ObservationalStudyDesign,Added,Attributes/Relationships,elements,Added,Cardinality,,0..*
ObservationalStudyDesign,Added,Attributes/Relationships,elements,Added,Data Type,,StudyElement
ObservationalStudyDesign,Added,Attributes/Relationships,documentVersions,Added,Inherited From,,StudyDesign
ObservationalStudyDesign,Added,Attributes/Relationships,documentVersions,Added,Model Representation,,Relationship
ObservationalStudyDesign,Added,Attributes/Relationships,documentVersions,Added,Cardinality,,0..*
ObservationalStudyDesign,Added,Attributes/Relationships,documentVersions,Added,Data Type,,StudyDefinitionDocumentVersion
ObservationalStudyDesign,Added,Attributes/Relationships,studyType,Added,Inherited From,,StudyDesign
ObservationalStudyDesign,Added,Attributes/Relationships,studyType,Added,Model Representation,,Attribute
ObservationalStudyDesign,Added,Attributes/Relationships,studyType,Added,Cardinality,,0..1
ObservationalStudyDesign,Added,Attributes/Relationships,studyType,Added,Data Type,,Code
ObservationalStudyDesign,Added,Attributes/Relationships,notes,Added,Inherited From,,StudyDesign
ObservationalStudyDesign,Added,Attributes/Relationships,notes,Added,Model Representation,,Attribute
ObservationalStudyDesign,Added,Attributes/Relationships,notes,Added,Cardinality,,0..*
ObservationalStudyDesign,Added,Attributes/Relationships,notes,Added,Data Type,,CommentAnnotation
ObservationalStudyDesign,Added,Attributes/Relationships,eligibilityCriteria,Added,Inherited From,,StudyDesign
ObservationalStudyDesign,Added,Attributes/Relationships,eligibilityCriteria,Added,Model Representation,,Relationship
ObservationalStudyDesign,Added,Attributes/Relationships,eligibilityCriteria,Added,Cardinality,,1..*
ObservationalStudyDesign,Added,Attributes/Relationships,eligibilityCriteria,Added,Data Type,,EligibilityCriterion
ObservationalStudyDesign,Added,Attributes/Relationships,therapeuticAreas,Added,Inherited From,,StudyDesign
ObservationalStudyDesign,Added,Attributes/Relationships,therapeuticAreas,Added,Model Representation,,Attribute
ObservationalStudyDesign,Added,Attributes/Relationships,therapeuticAreas,Added,Cardinality,,0..*
ObservationalStudyDesign,Added,Attributes/Relationships,therapeuticAreas,Added,Data Type,,Code
ObservationalStudyDesign,Added,Attributes/Relationships,model,Added,Model Representation,,Attribute
ObservationalStudyDesign,Added,Attributes/Relationships,model,Added,Cardinality,,1
ObservationalStudyDesign,Added,Attributes/Relationships,model,Added,Data Type,,Code
ObservationalStudyDesign,Added,Attributes/Relationships,epochs,Added,Inherited From,,StudyDesign
ObservationalStudyDesign,Added,Attributes/Relationships,epochs,Added,Model Representation,,Relationship
ObservationalStudyDesign,Added,Attributes/Relationships,epochs,Added,Cardinality,,1..*
ObservationalStudyDesign,Added,Attributes/Relationships,epochs,Added,Data Type,,StudyEpoch
ObservationalStudyDesign,Added,Attributes/Relationships,characteristics,Added,Inherited From,,StudyDesign
ObservationalStudyDesign,Added,Attributes/Relationships,characteristics,Added,Model Representation,,Attribute
ObservationalStudyDesign,Added,Attributes/Relationships,characteristics,Added,Cardinality,,0..*
ObservationalStudyDesign,Added,Attributes/Relationships,characteristics,Added,Data Type,,Code
ObservationalStudyDesign,Added,Attributes/Relationships,encounters,Added,Inherited From,,StudyDesign
ObservationalStudyDesign,Added,Attributes/Relationships,encounters,Added,Model Representation,,Relationship
ObservationalStudyDesign,Added,Attributes/Relationships,encounters,Added,Cardinality,,0..*
ObservationalStudyDesign,Added,Attributes/Relationships,encounters,Added,Data Type,,Encounter
ObservationalStudyDesign,Added,Attributes/Relationships,studyCells,Added,Inherited From,,StudyDesign
ObservationalStudyDesign,Added,Attributes/Relationships,studyCells,Added,Model Representation,,Relationship
ObservationalStudyDesign,Added,Attributes/Relationships,studyCells,Added,Cardinality,,1..*
ObservationalStudyDesign,Added,Attributes/Relationships,studyCells,Added,Data Type,,StudyCell
ObservationalStudyDesign,Added,Attributes/Relationships,samplingMethod,Added,Model Representation,,Attribute
ObservationalStudyDesign,Added,Attributes/Relationships,samplingMethod,Added,Cardinality,,0..1
ObservationalStudyDesign,Added,Attributes/Relationships,samplingMethod,Added,Data Type,,Code
ObservationalStudyDesign,Added,Abstract,,,,,False
NarrativeContentItem,Added,Attributes/Relationships,text,Added,Model Representation,,Attribute
NarrativeContentItem,Added,Attributes/Relationships,text,Added,Cardinality,,1
NarrativeContentItem,Added,Attributes/Relationships,text,Added,Data Type,,String
NarrativeContentItem,Added,Attributes/Relationships,id,Added,Model Representation,,Attribute
NarrativeContentItem,Added,Attributes/Relationships,id,Added,Cardinality,,1
NarrativeContentItem,Added,Attributes/Relationships,id,Added,Data Type,,String
NarrativeContentItem,Added,Attributes/Relationships,name,Added,Model Representation,,Attribute
NarrativeContentItem,Added,Attributes/Relationships,name,Added,Cardinality,,1
NarrativeContentItem,Added,Attributes/Relationships,name,Added,Data Type,,String
NarrativeContentItem,Added,Abstract,,,,,False
StudyDefinitionDocument,Added,Attributes/Relationships,type,Added,Model Representation,,Attribute
StudyDefinitionDocument,Added,Attributes/Relationships,type,Added,Cardinality,,1
StudyDefinitionDocument,Added,Attributes/Relationships,type,Added,Data Type,,Code
StudyDefinitionDocument,Added,Attributes/Relationships,language,Added,Model Representation,,Attribute
StudyDefinitionDocument,Added,Attributes/Relationships,language,Added,Cardinality,,1
StudyDefinitionDocument,Added,Attributes/Relationships,language,Added,Data Type,,Code
StudyDefinitionDocument,Added,Attributes/Relationships,versions,Added,Model Representation,,Relationship
StudyDefinitionDocument,Added,Attributes/Relationships,versions,Added,Cardinality,,0..*
StudyDefinitionDocument,Added,Attributes/Relationships,versions,Added,Data Type,,StudyDefinitionDocumentVersion
StudyDefinitionDocument,Added,Attributes/Relationships,notes,Added,Model Representation,,Attribute
StudyDefinitionDocument,Added,Attributes/Relationships,notes,Added,Cardinality,,0..*
StudyDefinitionDocument,Added,Attributes/Relationships,notes,Added,Data Type,,CommentAnnotation
StudyDefinitionDocument,Added,Attributes/Relationships,children,Added,Model Representation,,Relationship
StudyDefinitionDocument,Added,Attributes/Relationships,children,Added,Cardinality,,0..*
StudyDefinitionDocument,Added,Attributes/Relationships,children,Added,Data Type,,StudyDefinitionDocument
StudyDefinitionDocument,Added,Attributes/Relationships,id,Added,Model Representation,,Attribute
StudyDefinitionDocument,Added,Attributes/Relationships,id,Added,Cardinality,,1
StudyDefinitionDocument,Added,Attributes/Relationships,id,Added,Data Type,,String
StudyDefinitionDocument,Added,Attributes/Relationships,name,Added,Model Representation,,Attribute
StudyDefinitionDocument,Added,Attributes/Relationships,name,Added,Cardinality,,1
StudyDefinitionDocument,Added,Attributes/Relationships,name,Added,Data Type,,String
StudyDefinitionDocument,Added,Attributes/Relationships,label,Added,Model Representation,,Attribute
StudyDefinitionDocument,Added,Attributes/Relationships,label,Added,Cardinality,,0..1
StudyDefinitionDocument,Added,Attributes/Relationships,label,Added,Data Type,,String
StudyDefinitionDocument,Added,Attributes/Relationships,description,Added,Model Representation,,Attribute
StudyDefinitionDocument,Added,Attributes/Relationships,description,Added,Cardinality,,0..1
StudyDefinitionDocument,Added,Attributes/Relationships,description,Added,Data Type,,String
StudyDefinitionDocument,Added,Attributes/Relationships,templateName,Added,Model Representation,,Attribute
StudyDefinitionDocument,Added,Attributes/Relationships,templateName,Added,Cardinality,,1
StudyDefinitionDocument,Added,Attributes/Relationships,templateName,Added,Data Type,,String
StudyDefinitionDocument,Added,Abstract,,,,,False
CommentAnnotation,Added,Attributes/Relationships,text,Added,Model Representation,,Attribute
CommentAnnotation,Added,Attributes/Relationships,text,Added,Cardinality,,1
CommentAnnotation,Added,Attributes/Relationships,text,Added,Data Type,,String
CommentAnnotation,Added,Attributes/Relationships,id,Added,Model Representation,,Attribute
CommentAnnotation,Added,Attributes/Relationships,id,Added,Cardinality,,1
CommentAnnotation,Added,Attributes/Relationships,id,Added,Data Type,,String
CommentAnnotation,Added,Attributes/Relationships,codes,Added,Model Representation,,Attribute
CommentAnnotation,Added,Attributes/Relationships,codes,Added,Cardinality,,0..*
CommentAnnotation,Added,Attributes/Relationships,codes,Added,Data Type,,Code
CommentAnnotation,Added,Abstract,,,,,False
Administration,Added,Attributes/Relationships,notes,Added,Model Representation,,Attribute
Administration,Added,Attributes/Relationships,notes,Added,Cardinality,,0..*
Administration,Added,Attributes/Relationships,notes,Added,Data Type,,CommentAnnotation
Administration,Added,Attributes/Relationships,dose,Added,Model Representation,,Attribute
Administration,Added,Attributes/Relationships,dose,Added,Cardinality,,0..1
Administration,Added,Attributes/Relationships,dose,Added,Data Type,,Quantity
Administration,Added,Attributes/Relationships,id,Added,Model Representation,,Attribute
Administration,Added,Attributes/Relationships,id,Added,Cardinality,,1
Administration,Added,Attributes/Relationships,id,Added,Data Type,,String
Administration,Added,Attributes/Relationships,name,Added,Model Representation,,Attribute
Administration,Added,Attributes/Relationships,name,Added,Cardinality,,1
Administration,Added,Attributes/Relationships,name,Added,Data Type,,String
Administration,Added,Attributes/Relationships,label,Added,Model Representation,,Attribute
Administration,Added,Attributes/Relationships,label,Added,Cardinality,,0..1
Administration,Added,Attributes/Relationships,label,Added,Data Type,,String
Administration,Added,Attributes/Relationships,description,Added,Model Representation,,Attribute
Administration,Added,Attributes/Relationships,description,Added,Cardinality,,0..1
Administration,Added,Attributes/Relationships,description,Added,Data Type,,String
Administration,Added,Attributes/Relationships,frequency,Added,Model Representation,,Attribute
Administration,Added,Attributes/Relationships,frequency,Added,Cardinality,,0..1
Administration,Added,Attributes/Relationships,frequency,Added,Data Type,,AliasCode
Administration,Added,Attributes/Relationships,route,Added,Model Representation,,Attribute
Administration,Added,Attributes/Relationships,route,Added,Cardinality,,0..1
Administration,Added,Attributes/Relationships,route,Added,Data Type,,AliasCode
Administration,Added,Attributes/Relationships,duration,Added,Model Representation,,Attribute
Administration,Added,Attributes/Relationships,duration,Added,Cardinality,,1
Administration,Added,Attributes/Relationships,duration,Added,Data Type,,Duration
Administration,Added,Attributes/Relationships,administrableProduct,Added,Model Representation,,Relationship
Administration,Added,Attributes/Relationships,administrableProduct,Added,Cardinality,,0..1
Administration,Added,Attributes/Relationships,administrableProduct,Added,Data Type,,AdministrableProduct
Administration,Added,Attributes/Relationships,medicalDevice,Added,Model Representation,,Relationship
Administration,Added,Attributes/Relationships,medicalDevice,Added,Cardinality,,0..1
Administration,Added,Attributes/Relationships,medicalDevice,Added,Data Type,,MedicalDevice
Administration,Added,Abstract,,,,,False
InterventionalStudyDesign,Added,Super Classes,,,,,StudyDesign
InterventionalStudyDesign,Added,Attributes/Relationships,arms,Added,Inherited From,,StudyDesign
InterventionalStudyDesign,Added,Attributes/Relationships,arms,Added,Model Representation,,Relationship
InterventionalStudyDesign,Added,Attributes/Relationships,arms,Added,Cardinality,,1..*
InterventionalStudyDesign,Added,Attributes/Relationships,arms,Added,Data Type,,StudyArm
InterventionalStudyDesign,Added,Attributes/Relationships,activities,Added,Inherited From,,StudyDesign
InterventionalStudyDesign,Added,Attributes/Relationships,activities,Added,Model Representation,,Relationship
InterventionalStudyDesign,Added,Attributes/Relationships,activities,Added,Cardinality,,0..*
InterventionalStudyDesign,Added,Attributes/Relationships,activities,Added,Data Type,,Activity
InterventionalStudyDesign,Added,Attributes/Relationships,rationale,Added,Inherited From,,StudyDesign
InterventionalStudyDesign,Added,Attributes/Relationships,rationale,Added,Model Representation,,Attribute
InterventionalStudyDesign,Added,Attributes/Relationships,rationale,Added,Cardinality,,1
InterventionalStudyDesign,Added,Attributes/Relationships,rationale,Added,Data Type,,String
InterventionalStudyDesign,Added,Attributes/Relationships,subTypes,Added,Model Representation,,Attribute
InterventionalStudyDesign,Added,Attributes/Relationships,subTypes,Added,Cardinality,,0..*
InterventionalStudyDesign,Added,Attributes/Relationships,subTypes,Added,Data Type,,Code
InterventionalStudyDesign,Added,Attributes/Relationships,studyInterventions,Added,Inherited From,,StudyDesign
InterventionalStudyDesign,Added,Attributes/Relationships,studyInterventions,Added,Model Representation,,Relationship
InterventionalStudyDesign,Added,Attributes/Relationships,studyInterventions,Added,Cardinality,,0..*
InterventionalStudyDesign,Added,Attributes/Relationships,studyInterventions,Added,Data Type,,StudyIntervention
InterventionalStudyDesign,Added,Attributes/Relationships,id,Added,Inherited From,,StudyDesign
InterventionalStudyDesign,Added,Attributes/Relationships,id,Added,Model Representation,,Attribute
InterventionalStudyDesign,Added,Attributes/Relationships,id,Added,Cardinality,,1
InterventionalStudyDesign,Added,Attributes/Relationships,id,Added,Data Type,,String
InterventionalStudyDesign,Added,Attributes/Relationships,label,Added,Inherited From,,StudyDesign
InterventionalStudyDesign,Added,Attributes/Relationships,label,Added,Model Representation,,Attribute
InterventionalStudyDesign,Added,Attributes/Relationships,label,Added,Cardinality,,0..1
InterventionalStudyDesign,Added,Attributes/Relationships,label,Added,Data Type,,String
InterventionalStudyDesign,Added,Attributes/Relationships,name,Added,Inherited From,,StudyDesign
InterventionalStudyDesign,Added,Attributes/Relationships,name,Added,Model Representation,,Attribute
InterventionalStudyDesign,Added,Attributes/Relationships,name,Added,Cardinality,,1
InterventionalStudyDesign,Added,Attributes/Relationships,name,Added,Data Type,,String
InterventionalStudyDesign,Added,Attributes/Relationships,description,Added,Inherited From,,StudyDesign
InterventionalStudyDesign,Added,Attributes/Relationships,description,Added,Model Representation,,Attribute
InterventionalStudyDesign,Added,Attributes/Relationships,description,Added,Cardinality,,0..1
InterventionalStudyDesign,Added,Attributes/Relationships,description,Added,Data Type,,String
InterventionalStudyDesign,Added,Attributes/Relationships,biospecimenRetentions,Added,Inherited From,,StudyDesign
InterventionalStudyDesign,Added,Attributes/Relationships,biospecimenRetentions,Added,Model Representation,,Relationship
InterventionalStudyDesign,Added,Attributes/Relationships,biospecimenRetentions,Added,Cardinality,,0..*
InterventionalStudyDesign,Added,Attributes/Relationships,biospecimenRetentions,Added,Data Type,,BiospecimenRetention
InterventionalStudyDesign,Added,Attributes/Relationships,intentTypes,Added,Model Representation,,Attribute
InterventionalStudyDesign,Added,Attributes/Relationships,intentTypes,Added,Cardinality,,0..*
InterventionalStudyDesign,Added,Attributes/Relationships,intentTypes,Added,Data Type,,Code
InterventionalStudyDesign,Added,Attributes/Relationships,objectives,Added,Inherited From,,StudyDesign
InterventionalStudyDesign,Added,Attributes/Relationships,objectives,Added,Model Representation,,Relationship
InterventionalStudyDesign,Added,Attributes/Relationships,objectives,Added,Cardinality,,0..*
InterventionalStudyDesign,Added,Attributes/Relationships,objectives,Added,Data Type,,Objective
InterventionalStudyDesign,Added,Attributes/Relationships,indications,Added,Inherited From,,StudyDesign
InterventionalStudyDesign,Added,Attributes/Relationships,indications,Added,Model Representation,,Relationship
InterventionalStudyDesign,Added,Attributes/Relationships,indications,Added,Cardinality,,0..*
InterventionalStudyDesign,Added,Attributes/Relationships,indications,Added,Data Type,,Indication
InterventionalStudyDesign,Added,Attributes/Relationships,population,Added,Inherited From,,StudyDesign
InterventionalStudyDesign,Added,Attributes/Relationships,population,Added,Model Representation,,Relationship
InterventionalStudyDesign,Added,Attributes/Relationships,population,Added,Cardinality,,1
InterventionalStudyDesign,Added,Attributes/Relationships,population,Added,Data Type,,StudyDesignPopulation
InterventionalStudyDesign,Added,Attributes/Relationships,studyPhase,Added,Inherited From,,StudyDesign
InterventionalStudyDesign,Added,Attributes/Relationships,studyPhase,Added,Model Representation,,Attribute
InterventionalStudyDesign,Added,Attributes/Relationships,studyPhase,Added,Cardinality,,0..1
InterventionalStudyDesign,Added,Attributes/Relationships,studyPhase,Added,Data Type,,AliasCode
InterventionalStudyDesign,Added,Attributes/Relationships,estimands,Added,Inherited From,,StudyDesign
InterventionalStudyDesign,Added,Attributes/Relationships,estimands,Added,Model Representation,,Relationship
InterventionalStudyDesign,Added,Attributes/Relationships,estimands,Added,Cardinality,,0..*
InterventionalStudyDesign,Added,Attributes/Relationships,estimands,Added,Data Type,,Estimand
InterventionalStudyDesign,Added,Attributes/Relationships,scheduleTimelines,Added,Inherited From,,StudyDesign
InterventionalStudyDesign,Added,Attributes/Relationships,scheduleTimelines,Added,Model Representation,,Relationship
InterventionalStudyDesign,Added,Attributes/Relationships,scheduleTimelines,Added,Cardinality,,0..*
InterventionalStudyDesign,Added,Attributes/Relationships,scheduleTimelines,Added,Data Type,,ScheduleTimeline
InterventionalStudyDesign,Added,Attributes/Relationships,elements,Added,Inherited From,,StudyDesign
InterventionalStudyDesign,Added,Attributes/Relationships,elements,Added,Model Representation,,Relationship
InterventionalStudyDesign,Added,Attributes/Relationships,elements,Added,Cardinality,,0..*
InterventionalStudyDesign,Added,Attributes/Relationships,elements,Added,Data Type,,StudyElement
InterventionalStudyDesign,Added,Attributes/Relationships,documentVersions,Added,Inherited From,,StudyDesign
InterventionalStudyDesign,Added,Attributes/Relationships,documentVersions,Added,Model Representation,,Relationship
InterventionalStudyDesign,Added,Attributes/Relationships,documentVersions,Added,Cardinality,,0..*
InterventionalStudyDesign,Added,Attributes/Relationships,documentVersions,Added,Data Type,,StudyDefinitionDocumentVersion
InterventionalStudyDesign,Added,Attributes/Relationships,blindingSchema,Added,Model Representation,,Attribute
InterventionalStudyDesign,Added,Attributes/Relationships,blindingSchema,Added,Cardinality,,0..1
InterventionalStudyDesign,Added,Attributes/Relationships,blindingSchema,Added,Data Type,,AliasCode
InterventionalStudyDesign,Added,Attributes/Relationships,studyType,Added,Inherited From,,StudyDesign
InterventionalStudyDesign,Added,Attributes/Relationships,studyType,Added,Model Representation,,Attribute
InterventionalStudyDesign,Added,Attributes/Relationships,studyType,Added,Cardinality,,0..1
InterventionalStudyDesign,Added,Attributes/Relationships,studyType,Added,Data Type,,Code
InterventionalStudyDesign,Added,Attributes/Relationships,notes,Added,Inherited From,,StudyDesign
InterventionalStudyDesign,Added,Attributes/Relationships,notes,Added,Model Representation,,Attribute
InterventionalStudyDesign,Added,Attributes/Relationships,notes,Added,Cardinality,,0..*
InterventionalStudyDesign,Added,Attributes/Relationships,notes,Added,Data Type,,CommentAnnotation
InterventionalStudyDesign,Added,Attributes/Relationships,eligibilityCriteria,Added,Inherited From,,StudyDesign
InterventionalStudyDesign,Added,Attributes/Relationships,eligibilityCriteria,Added,Model Representation,,Relationship
InterventionalStudyDesign,Added,Attributes/Relationships,eligibilityCriteria,Added,Cardinality,,1..*
InterventionalStudyDesign,Added,Attributes/Relationships,eligibilityCriteria,Added,Data Type,,EligibilityCriterion
InterventionalStudyDesign,Added,Attributes/Relationships,therapeuticAreas,Added,Inherited From,,StudyDesign
InterventionalStudyDesign,Added,Attributes/Relationships,therapeuticAreas,Added,Model Representation,,Attribute
InterventionalStudyDesign,Added,Attributes/Relationships,therapeuticAreas,Added,Cardinality,,0..*
InterventionalStudyDesign,Added,Attributes/Relationships,therapeuticAreas,Added,Data Type,,Code
InterventionalStudyDesign,Added,Attributes/Relationships,model,Added,Model Representation,,Attribute
InterventionalStudyDesign,Added,Attributes/Relationships,model,Added,Cardinality,,1
InterventionalStudyDesign,Added,Attributes/Relationships,model,Added,Data Type,,Code
InterventionalStudyDesign,Added,Attributes/Relationships,epochs,Added,Inherited From,,StudyDesign
InterventionalStudyDesign,Added,Attributes/Relationships,epochs,Added,Model Representation,,Relationship
InterventionalStudyDesign,Added,Attributes/Relationships,epochs,Added,Cardinality,,1..*
InterventionalStudyDesign,Added,Attributes/Relationships,epochs,Added,Data Type,,StudyEpoch
InterventionalStudyDesign,Added,Attributes/Relationships,characteristics,Added,Inherited From,,StudyDesign
InterventionalStudyDesign,Added,Attributes/Relationships,characteristics,Added,Model Representation,,Attribute
InterventionalStudyDesign,Added,Attributes/Relationships,characteristics,Added,Cardinality,,0..*
InterventionalStudyDesign,Added,Attributes/Relationships,characteristics,Added,Data Type,,Code
InterventionalStudyDesign,Added,Attributes/Relationships,encounters,Added,Inherited From,,StudyDesign
InterventionalStudyDesign,Added,Attributes/Relationships,encounters,Added,Model Representation,,Relationship
InterventionalStudyDesign,Added,Attributes/Relationships,encounters,Added,Cardinality,,0..*
InterventionalStudyDesign,Added,Attributes/Relationships,encounters,Added,Data Type,,Encounter
InterventionalStudyDesign,Added,Attributes/Relationships,studyCells,Added,Inherited From,,StudyDesign
InterventionalStudyDesign,Added,Attributes/Relationships,studyCells,Added,Model Representation,,Relationship
InterventionalStudyDesign,Added,Attributes/Relationships,studyCells,Added,Cardinality,,1..*
InterventionalStudyDesign,Added,Attributes/Relationships,studyCells,Added,Data Type,,StudyCell
InterventionalStudyDesign,Added,Abstract,,,,,False
Identifier,Added,Attributes/Relationships,scope,Added,Model Representation,,Relationship
Identifier,Added,Attributes/Relationships,scope,Added,Cardinality,,1
Identifier,Added,Attributes/Relationships,scope,Added,Data Type,,Organization
Identifier,Added,Attributes/Relationships,text,Added,Model Representation,,Attribute
Identifier,Added,Attributes/Relationships,text,Added,Cardinality,,1
Identifier,Added,Attributes/Relationships,text,Added,Data Type,,String
Identifier,Added,Attributes/Relationships,id,Added,Model Representation,,Attribute
Identifier,Added,Attributes/Relationships,id,Added,Cardinality,,1
Identifier,Added,Attributes/Relationships,id,Added,Data Type,,String
Identifier,Added,Abstract,,,,,True
Identifier,Added,Sub Classes,,,,,"AdministrableProductIdentifier, MedicalDeviceIdentifier, ReferenceIdentifier, StudyIdentifier"
DocumentContentReference,Added,Attributes/Relationships,sectionNumber,Added,Model Representation,,Attribute
DocumentContentReference,Added,Attributes/Relationships,sectionNumber,Added,Cardinality,,1
DocumentContentReference,Added,Attributes/Relationships,sectionNumber,Added,Data Type,,String
DocumentContentReference,Added,Attributes/Relationships,appliesTo,Added,Model Representation,,Relationship
DocumentContentReference,Added,Attributes/Relationships,appliesTo,Added,Cardinality,,1
DocumentContentReference,Added,Attributes/Relationships,appliesTo,Added,Data Type,,StudyDefinitionDocument
DocumentContentReference,Added,Attributes/Relationships,id,Added,Model Representation,,Attribute
DocumentContentReference,Added,Attributes/Relationships,id,Added,Cardinality,,1
DocumentContentReference,Added,Attributes/Relationships,id,Added,Data Type,,String
DocumentContentReference,Added,Attributes/Relationships,sectionTitle,Added,Model Representation,,Attribute
DocumentContentReference,Added,Attributes/Relationships,sectionTitle,Added,Cardinality,,1
DocumentContentReference,Added,Attributes/Relationships,sectionTitle,Added,Data Type,,String
DocumentContentReference,Added,Abstract,,,,,False
AdministrableProductIdentifier,Added,Super Classes,,,,,Identifier
AdministrableProductIdentifier,Added,Attributes/Relationships,scope,Added,Inherited From,,Identifier
AdministrableProductIdentifier,Added,Attributes/Relationships,scope,Added,Model Representation,,Relationship
AdministrableProductIdentifier,Added,Attributes/Relationships,scope,Added,Cardinality,,1
AdministrableProductIdentifier,Added,Attributes/Relationships,scope,Added,Data Type,,Organization
AdministrableProductIdentifier,Added,Attributes/Relationships,text,Added,Inherited From,,Identifier
AdministrableProductIdentifier,Added,Attributes/Relationships,text,Added,Model Representation,,Attribute
AdministrableProductIdentifier,Added,Attributes/Relationships,text,Added,Cardinality,,1
AdministrableProductIdentifier,Added,Attributes/Relationships,text,Added,Data Type,,String
AdministrableProductIdentifier,Added,Attributes/Relationships,id,Added,Inherited From,,Identifier
AdministrableProductIdentifier,Added,Attributes/Relationships,id,Added,Model Representation,,Attribute
AdministrableProductIdentifier,Added,Attributes/Relationships,id,Added,Cardinality,,1
AdministrableProductIdentifier,Added,Attributes/Relationships,id,Added,Data Type,,String
AdministrableProductIdentifier,Added,Abstract,,,,,False
Ingredient,Added,Attributes/Relationships,Role,Added,Model Representation,,Attribute
Ingredient,Added,Attributes/Relationships,Role,Added,Cardinality,,1
Ingredient,Added,Attributes/Relationships,Role,Added,Data Type,,Code
Ingredient,Added,Attributes/Relationships,id,Added,Model Representation,,Attribute
Ingredient,Added,Attributes/Relationships,id,Added,Cardinality,,1
Ingredient,Added,Attributes/Relationships,id,Added,Data Type,,String
Ingredient,Added,Attributes/Relationships,substance,Added,Model Representation,,Relationship
Ingredient,Added,Attributes/Relationships,substance,Added,Cardinality,,1
Ingredient,Added,Attributes/Relationships,substance,Added,Data Type,,Substance
Ingredient,Added,Abstract,,,,,False
BiospecimenRetention,Added,Attributes/Relationships,label,Added,Model Representation,,Attribute
BiospecimenRetention,Added,Attributes/Relationships,label,Added,Cardinality,,0..1
BiospecimenRetention,Added,Attributes/Relationships,label,Added,Data Type,,String
BiospecimenRetention,Added,Attributes/Relationships,id,Added,Model Representation,,Attribute
BiospecimenRetention,Added,Attributes/Relationships,id,Added,Cardinality,,1
BiospecimenRetention,Added,Attributes/Relationships,id,Added,Data Type,,String
BiospecimenRetention,Added,Attributes/Relationships,includesDNA,Added,Model Representation,,Attribute
BiospecimenRetention,Added,Attributes/Relationships,includesDNA,Added,Cardinality,,0..1
BiospecimenRetention,Added,Attributes/Relationships,includesDNA,Added,Data Type,,Boolean
BiospecimenRetention,Added,Attributes/Relationships,name,Added,Model Representation,,Attribute
BiospecimenRetention,Added,Attributes/Relationships,name,Added,Cardinality,,1
BiospecimenRetention,Added,Attributes/Relationships,name,Added,Data Type,,String
BiospecimenRetention,Added,Attributes/Relationships,isRetained,Added,Model Representation,,Attribute
BiospecimenRetention,Added,Attributes/Relationships,isRetained,Added,Cardinality,,1
BiospecimenRetention,Added,Attributes/Relationships,isRetained,Added,Data Type,,Boolean
BiospecimenRetention,Added,Attributes/Relationships,description,Added,Model Representation,,Attribute
BiospecimenRetention,Added,Attributes/Relationships,description,Added,Cardinality,,0..1
BiospecimenRetention,Added,Attributes/Relationships,description,Added,Data Type,,String
BiospecimenRetention,Added,Abstract,,,,,False
AdministrableProduct,Added,Attributes/Relationships,ingredients,Added,Model Representation,,Relationship
AdministrableProduct,Added,Attributes/Relationships,ingredients,Added,Cardinality,,0..*
AdministrableProduct,Added,Attributes/Relationships,ingredients,Added,Data Type,,Ingredient
AdministrableProduct,Added,Attributes/Relationships,pharmacologicClass,Added,Model Representation,,Attribute
AdministrableProduct,Added,Attributes/Relationships,pharmacologicClass,Added,Cardinality,,0..1
AdministrableProduct,Added,Attributes/Relationships,pharmacologicClass,Added,Data Type,,Code
AdministrableProduct,Added,Attributes/Relationships,notes,Added,Model Representation,,Attribute
AdministrableProduct,Added,Attributes/Relationships,notes,Added,Cardinality,,0..*
AdministrableProduct,Added,Attributes/Relationships,notes,Added,Data Type,,CommentAnnotation
AdministrableProduct,Added,Attributes/Relationships,administrableDoseForm,Added,Model Representation,,Attribute
AdministrableProduct,Added,Attributes/Relationships,administrableDoseForm,Added,Cardinality,,1
AdministrableProduct,Added,Attributes/Relationships,administrableDoseForm,Added,Data Type,,AliasCode
AdministrableProduct,Added,Attributes/Relationships,id,Added,Model Representation,,Attribute
AdministrableProduct,Added,Attributes/Relationships,id,Added,Cardinality,,1
AdministrableProduct,Added,Attributes/Relationships,id,Added,Data Type,,String
AdministrableProduct,Added,Attributes/Relationships,name,Added,Model Representation,,Attribute
AdministrableProduct,Added,Attributes/Relationships,name,Added,Cardinality,,1
AdministrableProduct,Added,Attributes/Relationships,name,Added,Data Type,,String
AdministrableProduct,Added,Attributes/Relationships,label,Added,Model Representation,,Attribute
