Class Name,Class Status,Class Characteristic,Attribute/Relationship Name,Attribute/Relationship Status,Attribute/Relationship Characteristic,Old Value,New Value
ObservationalStudyDesign,Added,Attributes/Relationships,characteristics,Added,Has Value List,,Y (C207416)
ObservationalStudyDesign,Added,Attributes/Relationships,characteristics,Added,Definition,,The distinguishing qualities or prominent aspects of an observational study design.
ObservationalStudyDesign,Added,Attributes/Relationships,characteristics,Added,Codelist URL,,https://evsexplore.semantics.cancer.gov/evsexplore/subset/ncit/C207416
ObservationalStudyDesign,Added,Attributes/Relationships,encounters,Added,Inherited From,,StudyDesign
ObservationalStudyDesign,Added,Attributes/Relationships,encounters,Added,Role,,Relationship
ObservationalStudyDesign,Added,Attributes/Relationships,encounters,Added,Model Representation,,Relationship
ObservationalStudyDesign,Added,Attributes/Relationships,encounters,Added,Has Value List,,N/A
ObservationalStudyDesign,Added,Attributes/Relationships,encounters,Added,Definition,,A USDM relationship between the ObservationalStudyDesign and Encounter classes which identifies the set of encounters associated with the observational study design.
ObservationalStudyDesign,Added,Attributes/Relationships,studyCells,Added,Inherited From,,StudyDesign
ObservationalStudyDesign,Added,Attributes/Relationships,studyCells,Added,Role,,Relationship
ObservationalStudyDesign,Added,Attributes/Relationships,studyCells,Added,Model Representation,,Relationship
ObservationalStudyDesign,Added,Attributes/Relationships,studyCells,Added,Has Value List,,N/A
ObservationalStudyDesign,Added,Attributes/Relationships,studyCells,Added,Definition,,A USDM relationship between the ObservationalStudyDesign and StudyCell classes which identifies the set of study cells associated with the observational study design. 
ObservationalStudyDesign,Added,Attributes/Relationships,samplingMethod,Added,Codelist Ref,,SDTM Terminology Codelist C127260
ObservationalStudyDesign,Added,Attributes/Relationships,samplingMethod,Added,Preferred Term,,Observational Study Sampling Method
ObservationalStudyDesign,Added,Attributes/Relationships,samplingMethod,Added,NCI C-Code,,C126067
ObservationalStudyDesign,Added,Attributes/Relationships,samplingMethod,Added,Role,,Complex Datatype Relationship
ObservationalStudyDesign,Added,Attributes/Relationships,samplingMethod,Added,Model Representation,,Attribute
ObservationalStudyDesign,Added,Attributes/Relationships,samplingMethod,Added,Has Value List,,Y (SDTM Terminology Codelist C127260)
ObservationalStudyDesign,Added,Attributes/Relationships,samplingMethod,Added,Definition,,The sampling method used to assign study participants into groups or cohorts within an observational study.
ObservationalStudyDesign,Added,Attributes/Relationships,samplingMethod,Added,Codelist URL,,https://evsexplore.semantics.cancer.gov/evsexplore/subset/ncit/C127260
ObservationalStudyDesign,Added,Definition,,,,,The strategy that specifies the structure of an observational study in terms of the planned activities (including timing) and statistical analysis approach intended to meet the objectives of the study.
NarrativeContentItem,Added,Preferred Term,,,,,Narrative Content Item
NarrativeContentItem,Added,NCI C-Code,,,,,C215489
NarrativeContentItem,Added,Attributes/Relationships,text,Added,Preferred Term,,Narrative Content Item Text
NarrativeContentItem,Added,Attributes/Relationships,text,Added,NCI C-Code,,C215558
NarrativeContentItem,Added,Attributes/Relationships,text,Added,Role,,Attribute
NarrativeContentItem,Added,Attributes/Relationships,text,Added,Model Representation,,Attribute
NarrativeContentItem,Added,Attributes/Relationships,text,Added,Has Value List,,N
NarrativeContentItem,Added,Attributes/Relationships,text,Added,Definition,,An instance of unstructured text that represents the narrative content item.
NarrativeContentItem,Added,Attributes/Relationships,name,Added,Preferred Term,,Narrative Content Item Name
NarrativeContentItem,Added,Attributes/Relationships,name,Added,NCI C-Code,,C215557
NarrativeContentItem,Added,Attributes/Relationships,name,Added,Role,,Attribute
NarrativeContentItem,Added,Attributes/Relationships,name,Added,Model Representation,,Attribute
NarrativeContentItem,Added,Attributes/Relationships,name,Added,Has Value List,,N
NarrativeContentItem,Added,Attributes/Relationships,name,Added,Definition,,"The literal identifier (i.e., distinctive designation) of the narrative content item."
NarrativeContentItem,Added,Definition,,,,,"An individual item within the container that holds an instance of unstructured text and which may include objects such as tables, figures, and images."
StudyDefinitionDocument,Added,Preferred Term,,,,,Study Definition Document
StudyDefinitionDocument,Added,NCI C-Code,,,,,C215490
StudyDefinitionDocument,Added,Attributes/Relationships,language,Added,Codelist Ref,,Point out to ISO 639 language value list
StudyDefinitionDocument,Added,Attributes/Relationships,language,Added,Preferred Term,,Study Definition Document Language
StudyDefinitionDocument,Added,Attributes/Relationships,language,Added,NCI C-Code,,C215563
StudyDefinitionDocument,Added,Attributes/Relationships,language,Added,Role,,Complex Datatype Relationship
StudyDefinitionDocument,Added,Attributes/Relationships,language,Added,Model Representation,,Attribute
StudyDefinitionDocument,Added,Attributes/Relationships,language,Added,Has Value List,,Y (Point out to ISO 639 language value list)
StudyDefinitionDocument,Added,Attributes/Relationships,language,Added,Definition,,The language in which the study definition document is written.
StudyDefinitionDocument,Added,Attributes/Relationships,type,Added,Codelist Ref,,C215477
StudyDefinitionDocument,Added,Attributes/Relationships,type,Added,Preferred Term,,Study Definition Document Type
StudyDefinitionDocument,Added,Attributes/Relationships,type,Added,NCI C-Code,,C215564
StudyDefinitionDocument,Added,Attributes/Relationships,type,Added,Role,,Complex Datatype Relationship
StudyDefinitionDocument,Added,Attributes/Relationships,type,Added,Model Representation,,Attribute
StudyDefinitionDocument,Added,Attributes/Relationships,type,Added,Has Value List,,Y (C215477)
StudyDefinitionDocument,Added,Attributes/Relationships,type,Added,Definition,,A characterization or classification of the study definition document.
StudyDefinitionDocument,Added,Attributes/Relationships,type,Added,Codelist URL,,https://evsexplore.semantics.cancer.gov/evsexplore/subset/ncit/C215477
StudyDefinitionDocument,Added,Attributes/Relationships,versions,Added,Role,,Relationship
StudyDefinitionDocument,Added,Attributes/Relationships,versions,Added,Model Representation,,Relationship
StudyDefinitionDocument,Added,Attributes/Relationships,versions,Added,Has Value List,,N/A
StudyDefinitionDocument,Added,Attributes/Relationships,versions,Added,Definition,,A USDM relationship between the StudyDefinitionDocument and StudyDefinitionDocumentVersion classes which identifies the set of versions associated with the study definition document.
StudyDefinitionDocument,Added,Attributes/Relationships,notes,Added,Preferred Term,,Study Definition Document Notes
StudyDefinitionDocument,Added,Attributes/Relationships,notes,Added,NCI C-Code,,C215565
StudyDefinitionDocument,Added,Attributes/Relationships,notes,Added,Role,,Complex Datatype Relationship
StudyDefinitionDocument,Added,Attributes/Relationships,notes,Added,Model Representation,,Attribute
StudyDefinitionDocument,Added,Attributes/Relationships,notes,Added,Has Value List,,N
StudyDefinitionDocument,Added,Attributes/Relationships,notes,Added,Definition,,A brief written record relevant to the study definition document.
StudyDefinitionDocument,Added,Attributes/Relationships,children,Added,Role,,Relationship
StudyDefinitionDocument,Added,Attributes/Relationships,children,Added,Model Representation,,Relationship
StudyDefinitionDocument,Added,Attributes/Relationships,children,Added,Has Value List,,N/A
StudyDefinitionDocument,Added,Attributes/Relationships,children,Added,Definition,,A USDM relationship within the StudyDefinitionDocument class which identifies the set of child documents of a study definition document.
StudyDefinitionDocument,Added,Attributes/Relationships,name,Added,Preferred Term,,Study Definition Document Name
StudyDefinitionDocument,Added,Attributes/Relationships,name,Added,NCI C-Code,,C215559
StudyDefinitionDocument,Added,Attributes/Relationships,name,Added,Role,,Attribute
StudyDefinitionDocument,Added,Attributes/Relationships,name,Added,Model Representation,,Attribute
StudyDefinitionDocument,Added,Attributes/Relationships,name,Added,Has Value List,,N
StudyDefinitionDocument,Added,Attributes/Relationships,name,Added,Definition,,"The literal identifier (i.e., distinctive designation) of the study definition document."
StudyDefinitionDocument,Added,Attributes/Relationships,templateName,Added,Preferred Term,,Study Definition Document Template Name
StudyDefinitionDocument,Added,Attributes/Relationships,templateName,Added,NCI C-Code,,C215562
StudyDefinitionDocument,Added,Attributes/Relationships,templateName,Added,Role,,Attribute
StudyDefinitionDocument,Added,Attributes/Relationships,templateName,Added,Model Representation,,Attribute
StudyDefinitionDocument,Added,Attributes/Relationships,templateName,Added,Has Value List,,N
StudyDefinitionDocument,Added,Attributes/Relationships,templateName,Added,Definition,,"The literal identifier (i.e., distinctive designation) of the study definition document template."
StudyDefinitionDocument,Added,Attributes/Relationships,label,Added,Preferred Term,,Study Definition Document Label
StudyDefinitionDocument,Added,Attributes/Relationships,label,Added,NCI C-Code,,C215561
StudyDefinitionDocument,Added,Attributes/Relationships,label,Added,Role,,Attribute
StudyDefinitionDocument,Added,Attributes/Relationships,label,Added,Model Representation,,Attribute
StudyDefinitionDocument,Added,Attributes/Relationships,label,Added,Has Value List,,N
StudyDefinitionDocument,Added,Attributes/Relationships,label,Added,Definition,,The short descriptive designation for the study definition document.
StudyDefinitionDocument,Added,Attributes/Relationships,description,Added,Preferred Term,,Study Definition Document Description
StudyDefinitionDocument,Added,Attributes/Relationships,description,Added,NCI C-Code,,C215560
StudyDefinitionDocument,Added,Attributes/Relationships,description,Added,Role,,Attribute
StudyDefinitionDocument,Added,Attributes/Relationships,description,Added,Model Representation,,Attribute
StudyDefinitionDocument,Added,Attributes/Relationships,description,Added,Has Value List,,N
StudyDefinitionDocument,Added,Attributes/Relationships,description,Added,Definition,,A narrative representation of the study definition document.
StudyDefinitionDocument,Added,Definition,,,,,Any physical or electronic document that is related to defining a study or part of a study.
CommentAnnotation,Added,Preferred Term,,,,,Comment Annotation
CommentAnnotation,Added,NCI C-Code,,,,,C44272
CommentAnnotation,Added,Attributes/Relationships,text,Added,Preferred Term,,Comment Annotation Text
CommentAnnotation,Added,Attributes/Relationships,text,Added,NCI C-Code,,C215555
CommentAnnotation,Added,Attributes/Relationships,text,Added,Role,,Attribute
CommentAnnotation,Added,Attributes/Relationships,text,Added,Model Representation,,Attribute
CommentAnnotation,Added,Attributes/Relationships,text,Added,Has Value List,,N
CommentAnnotation,Added,Attributes/Relationships,text,Added,Definition,,An instance of unstructured text that represents the comment annotation.
CommentAnnotation,Added,Attributes/Relationships,codes,Added,Preferred Term,,Comment Annotation Code
CommentAnnotation,Added,Attributes/Relationships,codes,Added,NCI C-Code,,C215556
CommentAnnotation,Added,Attributes/Relationships,codes,Added,Role,,Complex Datatype Relationship
CommentAnnotation,Added,Attributes/Relationships,codes,Added,Model Representation,,Attribute
CommentAnnotation,Added,Attributes/Relationships,codes,Added,Has Value List,,N
CommentAnnotation,Added,Attributes/Relationships,codes,Added,Definition,,A symbol or combination of symbols which is assigned to the comment annotation.
CommentAnnotation,Added,Definition,,,,,"An explanatory or critical comment, or other in-context information (e.g., pattern, motif, link), that has been associated with data or other types of information."
Administration,Added,Preferred Term,,,,,Administration
Administration,Added,NCI C-Code,,,,,C25409
Administration,Added,Attributes/Relationships,notes,Added,Preferred Term,,Administration Notes
Administration,Added,Attributes/Relationships,notes,Added,NCI C-Code,,C215544
Administration,Added,Attributes/Relationships,notes,Added,Role,,Complex Datatype Relationship
Administration,Added,Attributes/Relationships,notes,Added,Model Representation,,Attribute
Administration,Added,Attributes/Relationships,notes,Added,Has Value List,,N
Administration,Added,Attributes/Relationships,notes,Added,Definition,,"A brief written record relevant to the administration of the product, agent, or therapy."
Administration,Added,Attributes/Relationships,dose,Added,Preferred Term,,Administration Dose
Administration,Added,Attributes/Relationships,dose,Added,NCI C-Code,,C167190
Administration,Added,Attributes/Relationships,dose,Added,Role,,Complex Datatype Relationship
Administration,Added,Attributes/Relationships,dose,Added,Model Representation,,Attribute
Administration,Added,Attributes/Relationships,dose,Added,Has Value List,,N
Administration,Added,Attributes/Relationships,dose,Added,Definition,,The value representing the amount of an agent given to an individual at one time.
Administration,Added,Attributes/Relationships,name,Added,Preferred Term,,Administration Name
Administration,Added,Attributes/Relationships,name,Added,NCI C-Code,,C207465
Administration,Added,Attributes/Relationships,name,Added,Role,,Attribute
Administration,Added,Attributes/Relationships,name,Added,Model Representation,,Attribute
Administration,Added,Attributes/Relationships,name,Added,Has Value List,,N
Administration,Added,Attributes/Relationships,name,Added,Definition,,"The literal identifier (i.e., distinctive designation) for the administration of a product, agent, or therapy."
Administration,Added,Attributes/Relationships,frequency,Added,Codelist Ref,,SDTM Terminology Codelist C71113
Administration,Added,Attributes/Relationships,frequency,Added,Preferred Term,,Dosing Frequency
Administration,Added,Attributes/Relationships,frequency,Added,NCI C-Code,,C89081
Administration,Added,Attributes/Relationships,frequency,Added,Role,,Complex Datatype Relationship
Administration,Added,Attributes/Relationships,frequency,Added,Model Representation,,Attribute
Administration,Added,Attributes/Relationships,frequency,Added,Has Value List,,Y (SDTM Terminology Codelist C71113)
Administration,Added,Attributes/Relationships,frequency,Added,Definition,,The number of doses administered per a specific interval.
Administration,Added,Attributes/Relationships,frequency,Added,Codelist URL,,https://evsexplore.semantics.cancer.gov/evsexplore/subset/ncit/C71113
Administration,Added,Attributes/Relationships,label,Added,Preferred Term,,Administration Label
Administration,Added,Attributes/Relationships,label,Added,NCI C-Code,,C207464
Administration,Added,Attributes/Relationships,label,Added,Role,,Attribute
Administration,Added,Attributes/Relationships,label,Added,Model Representation,,Attribute
Administration,Added,Attributes/Relationships,label,Added,Has Value List,,N
Administration,Added,Attributes/Relationships,label,Added,Definition,,"The short descriptive designation for the administration of a product, agent, or therapy."
Administration,Added,Attributes/Relationships,description,Added,Preferred Term,,Administration Description
Administration,Added,Attributes/Relationships,description,Added,NCI C-Code,,C207463
Administration,Added,Attributes/Relationships,description,Added,Role,,Attribute
Administration,Added,Attributes/Relationships,description,Added,Model Representation,,Attribute
Administration,Added,Attributes/Relationships,description,Added,Has Value List,,N
Administration,Added,Attributes/Relationships,description,Added,Definition,,"A narrative representation for the administration of a product, agent, or therapy."
Administration,Added,Attributes/Relationships,route,Added,Codelist Ref,,SDTM Terminology Codelist C66729
Administration,Added,Attributes/Relationships,route,Added,Preferred Term,,Route of Administration
Administration,Added,Attributes/Relationships,route,Added,NCI C-Code,,C38114
Administration,Added,Attributes/Relationships,route,Added,Role,,Complex Datatype Relationship
Administration,Added,Attributes/Relationships,route,Added,Model Representation,,Attribute
Administration,Added,Attributes/Relationships,route,Added,Has Value List,,Y (SDTM Terminology Codelist C66729)
Administration,Added,Attributes/Relationships,route,Added,Definition,,The pathway by which a substance is administered in order to reach the site of action in the body.
Administration,Added,Attributes/Relationships,route,Added,Codelist URL,,https://evsexplore.semantics.cancer.gov/evsexplore/subset/ncit/C66729
Administration,Added,Attributes/Relationships,duration,Added,Preferred Term,,Administration Duration
Administration,Added,Attributes/Relationships,duration,Added,NCI C-Code,,C69282
Administration,Added,Attributes/Relationships,duration,Added,Role,,Complex Datatype Relationship
Administration,Added,Attributes/Relationships,duration,Added,Model Representation,,Attribute
Administration,Added,Attributes/Relationships,duration,Added,Has Value List,,N
Administration,Added,Attributes/Relationships,duration,Added,Definition,,The amount of time elapsed during the administration of an agent.
Administration,Added,Attributes/Relationships,administrableProduct,Added,Role,,Relationship
Administration,Added,Attributes/Relationships,administrableProduct,Added,Model Representation,,Relationship
Administration,Added,Attributes/Relationships,administrableProduct,Added,Has Value List,,N/A
Administration,Added,Attributes/Relationships,administrableProduct,Added,Definition,,"A USDM relationship between the Administration and AdministrableProductDefinition classes which identifies the administrable product associated with the administration of the product, agent, or therapy."
Administration,Added,Attributes/Relationships,medicalDevice,Added,Role,,Relationship
Administration,Added,Attributes/Relationships,medicalDevice,Added,Model Representation,,Relationship
Administration,Added,Attributes/Relationships,medicalDevice,Added,Has Value List,,N/A
Administration,Added,Attributes/Relationships,medicalDevice,Added,Definition,,"A USDM relationship between the Administration and MedicalDevice classes which identifies the medical device associated with an instance of product, agent, or therapy administration."
Administration,Added,Definition,,,,,"The act of dispensing, applying, or tendering a product, agent, or therapy."
InterventionalStudyDesign,Added,Super Classes,,,,,StudyDesign
InterventionalStudyDesign,Added,Preferred Term,,,,,Interventional Study Design
InterventionalStudyDesign,Added,NCI C-Code,,,,,C215503
InterventionalStudyDesign,Added,Attributes/Relationships,arms,Added,Inherited From,,StudyDesign
InterventionalStudyDesign,Added,Attributes/Relationships,arms,Added,Role,,Relationship
InterventionalStudyDesign,Added,Attributes/Relationships,arms,Added,Model Representation,,Relationship
InterventionalStudyDesign,Added,Attributes/Relationships,arms,Added,Has Value List,,N/A
InterventionalStudyDesign,Added,Attributes/Relationships,arms,Added,Definition,,A USDM relationship between the InterventionalStudyDesign and StudyArm classes which identifies the set of study arms associated with the interventional study design.
InterventionalStudyDesign,Added,Attributes/Relationships,activities,Added,Inherited From,,StudyDesign
InterventionalStudyDesign,Added,Attributes/Relationships,activities,Added,Role,,Relationship
InterventionalStudyDesign,Added,Attributes/Relationships,activities,Added,Model Representation,,Relationship
InterventionalStudyDesign,Added,Attributes/Relationships,activities,Added,Has Value List,,N/A
InterventionalStudyDesign,Added,Attributes/Relationships,activities,Added,Definition,,A USDM relationship between the InterventionalStudyDesign and Activity classes which identifies the set of activities associated with the interventional study design.
InterventionalStudyDesign,Added,Attributes/Relationships,rationale,Added,Inherited From,,StudyDesign
InterventionalStudyDesign,Added,Attributes/Relationships,rationale,Added,Preferred Term,,Interventional Study Design Rationale
InterventionalStudyDesign,Added,Attributes/Relationships,rationale,Added,NCI C-Code,,C215629
InterventionalStudyDesign,Added,Attributes/Relationships,rationale,Added,Role,,Attribute
InterventionalStudyDesign,Added,Attributes/Relationships,rationale,Added,Model Representation,,Attribute
InterventionalStudyDesign,Added,Attributes/Relationships,rationale,Added,Has Value List,,N
InterventionalStudyDesign,Added,Attributes/Relationships,rationale,Added,Definition,,"Reason(s) for choosing the interventional study design. This may include reasons for the choice of control or comparator, as well as the scientific rationale for the study design."
InterventionalStudyDesign,Added,Attributes/Relationships,subTypes,Added,Codelist Ref,,SDTM Terminology Codelist C66739
InterventionalStudyDesign,Added,Attributes/Relationships,subTypes,Added,Preferred Term,,Trial Type
InterventionalStudyDesign,Added,Attributes/Relationships,subTypes,Added,NCI C-Code,,C49660
InterventionalStudyDesign,Added,Attributes/Relationships,subTypes,Added,Role,,Complex Datatype Relationship
InterventionalStudyDesign,Added,Attributes/Relationships,subTypes,Added,Model Representation,,Attribute
InterventionalStudyDesign,Added,Attributes/Relationships,subTypes,Added,Has Value List,,Y (SDTM Terminology Codelist C66739)
InterventionalStudyDesign,Added,Attributes/Relationships,subTypes,Added,Definition,,The nature of the interventional study for which information is being collected.
InterventionalStudyDesign,Added,Attributes/Relationships,subTypes,Added,Codelist URL,,https://evsexplore.semantics.cancer.gov/evsexplore/subset/ncit/C66739
InterventionalStudyDesign,Added,Attributes/Relationships,studyInterventions,Added,Inherited From,,StudyDesign
InterventionalStudyDesign,Added,Attributes/Relationships,studyInterventions,Added,Role,,Relationship
InterventionalStudyDesign,Added,Attributes/Relationships,studyInterventions,Added,Model Representation,,Relationship
InterventionalStudyDesign,Added,Attributes/Relationships,studyInterventions,Added,Has Value List,,N/A
InterventionalStudyDesign,Added,Attributes/Relationships,studyInterventions,Added,Definition,,A USDM relationship between the InterventionalStudyDesign and StudyIntervention classes which identifies the set of study interventions associated with interventional study design.
InterventionalStudyDesign,Added,Attributes/Relationships,label,Added,Inherited From,,StudyDesign
InterventionalStudyDesign,Added,Attributes/Relationships,label,Added,Preferred Term,,Interventional Study Design Label
InterventionalStudyDesign,Added,Attributes/Relationships,label,Added,NCI C-Code,,C215628
InterventionalStudyDesign,Added,Attributes/Relationships,label,Added,Role,,Attribute
InterventionalStudyDesign,Added,Attributes/Relationships,label,Added,Model Representation,,Attribute
InterventionalStudyDesign,Added,Attributes/Relationships,label,Added,Has Value List,,N
InterventionalStudyDesign,Added,Attributes/Relationships,label,Added,Definition,,The short descriptive designation for the interventional study design.
InterventionalStudyDesign,Added,Attributes/Relationships,name,Added,Inherited From,,StudyDesign
InterventionalStudyDesign,Added,Attributes/Relationships,name,Added,Preferred Term,,Interventional Study Design Name
InterventionalStudyDesign,Added,Attributes/Relationships,name,Added,NCI C-Code,,C215626
InterventionalStudyDesign,Added,Attributes/Relationships,name,Added,Role,,Attribute
InterventionalStudyDesign,Added,Attributes/Relationships,name,Added,Model Representation,,Attribute
InterventionalStudyDesign,Added,Attributes/Relationships,name,Added,Has Value List,,N
InterventionalStudyDesign,Added,Attributes/Relationships,name,Added,Definition,,"The literal identifier (i.e., distinctive designation) of the interventional study design."
InterventionalStudyDesign,Added,Attributes/Relationships,description,Added,Inherited From,,StudyDesign
InterventionalStudyDesign,Added,Attributes/Relationships,description,Added,Preferred Term,,Interventional Study Design Description
InterventionalStudyDesign,Added,Attributes/Relationships,description,Added,NCI C-Code,,C215627
InterventionalStudyDesign,Added,Attributes/Relationships,description,Added,Role,,Attribute
InterventionalStudyDesign,Added,Attributes/Relationships,description,Added,Model Representation,,Attribute
InterventionalStudyDesign,Added,Attributes/Relationships,description,Added,Has Value List,,N
InterventionalStudyDesign,Added,Attributes/Relationships,description,Added,Definition,,A narrative representation of the interventional study design.
InterventionalStudyDesign,Added,Attributes/Relationships,biospecimenRetentions,Added,Inherited From,,StudyDesign
InterventionalStudyDesign,Added,Attributes/Relationships,biospecimenRetentions,Added,Role,,Relationship
InterventionalStudyDesign,Added,Attributes/Relationships,biospecimenRetentions,Added,Model Representation,,Relationship
InterventionalStudyDesign,Added,Attributes/Relationships,biospecimenRetentions,Added,Has Value List,,N/A
InterventionalStudyDesign,Added,Attributes/Relationships,biospecimenRetentions,Added,Definition,,A USDM relationship between the InterventionalStudyDesign and BiospecimenRetention classes which identifies the status of biospecimen retentions related to the interventional study design.
InterventionalStudyDesign,Added,Attributes/Relationships,intentTypes,Added,Codelist Ref,,SDTM Terminology Codelist C66736
InterventionalStudyDesign,Added,Attributes/Relationships,intentTypes,Added,Preferred Term,,Trial Intent Type
InterventionalStudyDesign,Added,Attributes/Relationships,intentTypes,Added,NCI C-Code,,C49652
InterventionalStudyDesign,Added,Attributes/Relationships,intentTypes,Added,Role,,Complex Datatype Relationship
InterventionalStudyDesign,Added,Attributes/Relationships,intentTypes,Added,Model Representation,,Attribute
InterventionalStudyDesign,Added,Attributes/Relationships,intentTypes,Added,Has Value List,,Y (SDTM Terminology Codelist C66736)
InterventionalStudyDesign,Added,Attributes/Relationships,intentTypes,Added,Definition,,"The planned purpose of the therapy, device, or agent under study in the clinical trial."
InterventionalStudyDesign,Added,Attributes/Relationships,intentTypes,Added,Codelist URL,,https://evsexplore.semantics.cancer.gov/evsexplore/subset/ncit/C66736
InterventionalStudyDesign,Added,Attributes/Relationships,objectives,Added,Inherited From,,StudyDesign
InterventionalStudyDesign,Added,Attributes/Relationships,objectives,Added,Role,,Relationship
InterventionalStudyDesign,Added,Attributes/Relationships,objectives,Added,Model Representation,,Relationship
InterventionalStudyDesign,Added,Attributes/Relationships,objectives,Added,Has Value List,,N/A
InterventionalStudyDesign,Added,Attributes/Relationships,objectives,Added,Definition,,A USDM relationship between the InterventionalStudyDesign and Objective classes which identifies the set of objectives associated with the interventional study design.
InterventionalStudyDesign,Added,Attributes/Relationships,indications,Added,Inherited From,,StudyDesign
InterventionalStudyDesign,Added,Attributes/Relationships,indications,Added,Role,,Relationship
InterventionalStudyDesign,Added,Attributes/Relationships,indications,Added,Model Representation,,Relationship
InterventionalStudyDesign,Added,Attributes/Relationships,indications,Added,Has Value List,,N/A
InterventionalStudyDesign,Added,Attributes/Relationships,indications,Added,Definition,,A USDM relationship between the InterventionalStudyDesign and Indication classes which identifies the set of indications associated with the interventional study design.
InterventionalStudyDesign,Added,Attributes/Relationships,population,Added,Inherited From,,StudyDesign
InterventionalStudyDesign,Added,Attributes/Relationships,population,Added,Role,,Relationship
InterventionalStudyDesign,Added,Attributes/Relationships,population,Added,Model Representation,,Relationship
InterventionalStudyDesign,Added,Attributes/Relationships,population,Added,Has Value List,,N/A
InterventionalStudyDesign,Added,Attributes/Relationships,population,Added,Definition,,A USDM relationship between the InterventionalStudyDesign and StudyDesignPopulation classes which identifies the population associated with the interventional study design.
InterventionalStudyDesign,Added,Attributes/Relationships,studyPhase,Added,Inherited From,,StudyDesign
InterventionalStudyDesign,Added,Attributes/Relationships,studyPhase,Added,Codelist Ref,,SDTM Terminology Codelist C66737
InterventionalStudyDesign,Added,Attributes/Relationships,studyPhase,Added,Preferred Term,,Interventional Study Design Study Phase
InterventionalStudyDesign,Added,Attributes/Relationships,studyPhase,Added,NCI C-Code,,C215630
InterventionalStudyDesign,Added,Attributes/Relationships,studyPhase,Added,Role,,Complex Datatype Relationship
InterventionalStudyDesign,Added,Attributes/Relationships,studyPhase,Added,Model Representation,,Attribute
InterventionalStudyDesign,Added,Attributes/Relationships,studyPhase,Added,Has Value List,,Y (SDTM Terminology Codelist C66737)
InterventionalStudyDesign,Added,Attributes/Relationships,studyPhase,Added,Definition,,The study phase associated with the interventional study design.
InterventionalStudyDesign,Added,Attributes/Relationships,studyPhase,Added,Codelist URL,,https://evsexplore.semantics.cancer.gov/evsexplore/subset/ncit/C66737
InterventionalStudyDesign,Added,Attributes/Relationships,estimands,Added,Inherited From,,StudyDesign
InterventionalStudyDesign,Added,Attributes/Relationships,estimands,Added,Role,,Relationship
InterventionalStudyDesign,Added,Attributes/Relationships,estimands,Added,Model Representation,,Relationship
InterventionalStudyDesign,Added,Attributes/Relationships,estimands,Added,Has Value List,,N/A
InterventionalStudyDesign,Added,Attributes/Relationships,estimands,Added,Definition,,A USDM relationship between the InterventionalStudyDesign and Estimand classes which identifies the set of estimands associated with the interventional study design.
InterventionalStudyDesign,Added,Attributes/Relationships,scheduleTimelines,Added,Inherited From,,StudyDesign
InterventionalStudyDesign,Added,Attributes/Relationships,scheduleTimelines,Added,Role,,Relationship
InterventionalStudyDesign,Added,Attributes/Relationships,scheduleTimelines,Added,Model Representation,,Relationship
InterventionalStudyDesign,Added,Attributes/Relationships,scheduleTimelines,Added,Has Value List,,N/A
InterventionalStudyDesign,Added,Attributes/Relationships,scheduleTimelines,Added,Definition,,A USDM relationship between the InterventionalStudyDesign and ScheduleTimeline classes which identifies the set of scheduled timelines associated with the interventional study design.
InterventionalStudyDesign,Added,Attributes/Relationships,elements,Added,Inherited From,,StudyDesign
InterventionalStudyDesign,Added,Attributes/Relationships,elements,Added,Role,,Relationship
InterventionalStudyDesign,Added,Attributes/Relationships,elements,Added,Model Representation,,Relationship
InterventionalStudyDesign,Added,Attributes/Relationships,elements,Added,Has Value List,,N/A
InterventionalStudyDesign,Added,Attributes/Relationships,elements,Added,Definition,,A USDM relationship between the InterventionalStudyDesign and StudyElement classes which identifies the set of study elements associated with the interventional study design.
InterventionalStudyDesign,Added,Attributes/Relationships,documentVersions,Added,Inherited From,,StudyDesign
InterventionalStudyDesign,Added,Attributes/Relationships,documentVersions,Added,Role,,Relationship
InterventionalStudyDesign,Added,Attributes/Relationships,documentVersions,Added,Model Representation,,Relationship
InterventionalStudyDesign,Added,Attributes/Relationships,documentVersions,Added,Has Value List,,N/A
InterventionalStudyDesign,Added,Attributes/Relationships,documentVersions,Added,Definition,,A USDM relationship between the InterventionalStudyDesign and StudyDefinitionDocumentVersion classes which identifies the version of the study definition documents associated with the interventional study design.
InterventionalStudyDesign,Added,Attributes/Relationships,blindingSchema,Added,Codelist Ref,,SDTM Terminology Codelist C66735
InterventionalStudyDesign,Added,Attributes/Relationships,blindingSchema,Added,Preferred Term,,Trial Blinding Schema
InterventionalStudyDesign,Added,Attributes/Relationships,blindingSchema,Added,NCI C-Code,,C49658
InterventionalStudyDesign,Added,Attributes/Relationships,blindingSchema,Added,Role,,Complex Datatype Relationship
InterventionalStudyDesign,Added,Attributes/Relationships,blindingSchema,Added,Model Representation,,Attribute
InterventionalStudyDesign,Added,Attributes/Relationships,blindingSchema,Added,Has Value List,,Y (SDTM Terminology Codelist C66735)
InterventionalStudyDesign,Added,Attributes/Relationships,blindingSchema,Added,Definition,,"The type of experimental design used to describe the level of awareness of the study subjects and/ or study personnel as it relates to the respective intervention(s) or assessments being observed, received or administered."
InterventionalStudyDesign,Added,Attributes/Relationships,blindingSchema,Added,Codelist URL,,https://evsexplore.semantics.cancer.gov/evsexplore/subset/ncit/C66735
